tournament,team,wins,matches,goal_difference,goal_difference_average,win_ratio,continent
African Cup of Nations,Algeria,28.0,74.0,8.0,0.10810810810810811,0.3783783783783784,Africa
African Cup of Nations,Angola,4.0,26.0,-9.0,-0.34615384615384615,0.15384615384615385,Africa
African Cup of Nations,Benin,0.0,14.0,-17.0,-1.2142857142857142,0.0,Africa
African Cup of Nations,Botswana,0.0,3.0,-7.0,-2.3333333333333335,0.0,Africa
African Cup of Nations,Burkina Faso,7.0,41.0,-24.0,-0.5853658536585366,0.17073170731707318,Africa
African Cup of Nations,Burundi,0.0,3.0,-4.0,-1.3333333333333333,0.0,Africa
African Cup of Nations,Cameroon,41.0,84.0,47.0,0.5595238095238095,0.4880952380952381,Africa
African Cup of Nations,Cape Verde,1.0,7.0,-1.0,-0.14285714285714285,0.14285714285714285,Africa
African Cup of Nations,Congo,7.0,26.0,-13.0,-0.5,0.2692307692307692,Africa
African Cup of Nations,DR Congo,20.0,73.0,-14.0,-0.1917808219178082,0.273972602739726,Africa
African Cup of Nations,Egypt,57.0,100.0,76.0,0.76,0.57,Africa
African Cup of Nations,Equatorial Guinea,4.0,10.0,-2.0,-0.2,0.4,Africa
African Cup of Nations,Ethiopia,7.0,27.0,-32.0,-1.1851851851851851,0.25925925925925924,Africa
African Cup of Nations,Gabon,6.0,21.0,-7.0,-0.3333333333333333,0.2857142857142857,Africa
African Cup of Nations,Ghana,54.0,99.0,48.0,0.48484848484848486,0.5454545454545454,Africa
African Cup of Nations,Guinea,12.0,43.0,-4.0,-0.09302325581395349,0.27906976744186046,Africa
African Cup of Nations,Guinea-Bissau,0.0,6.0,-7.0,-1.1666666666666667,0.0,Africa
African Cup of Nations,Ivory Coast,42.0,95.0,38.0,0.4,0.4421052631578947,Africa
African Cup of Nations,Kenya,2.0,17.0,-20.0,-1.1764705882352942,0.11764705882352941,Africa
African Cup of Nations,Liberia,1.0,5.0,-2.0,-0.4,0.2,Africa
African Cup of Nations,Libya,3.0,11.0,-1.0,-0.09090909090909091,0.2727272727272727,Africa
African Cup of Nations,Madagascar,2.0,5.0,0.0,0.0,0.4,Africa
African Cup of Nations,Malawi,1.0,6.0,-5.0,-0.8333333333333334,0.16666666666666666,Africa
African Cup of Nations,Mali,17.0,50.0,-5.0,-0.1,0.34,Africa
African Cup of Nations,Mauritania,0.0,3.0,-3.0,-1.0,0.0,Africa
African Cup of Nations,Mauritius,0.0,3.0,-6.0,-2.0,0.0,Africa
African Cup of Nations,Morocco,24.0,65.0,16.0,0.24615384615384617,0.36923076923076925,Africa
African Cup of Nations,Mozambique,0.0,12.0,-22.0,-1.8333333333333333,0.0,Africa
African Cup of Nations,Namibia,0.0,9.0,-14.0,-1.5555555555555556,0.0,Africa
African Cup of Nations,Niger,0.0,6.0,-8.0,-1.3333333333333333,0.0,Africa
African Cup of Nations,Nigeria,51.0,93.0,45.0,0.4838709677419355,0.5483870967741935,Africa
African Cup of Nations,Rwanda,1.0,3.0,0.0,0.0,0.3333333333333333,Africa
African Cup of Nations,Senegal,23.0,60.0,15.0,0.25,0.38333333333333336,Africa
African Cup of Nations,Sierra Leone,1.0,5.0,-9.0,-1.8,0.2,Africa
African Cup of Nations,South Africa,16.0,43.0,3.0,0.06976744186046512,0.37209302325581395,Africa
African Cup of Nations,Sudan,7.0,24.0,-10.0,-0.4166666666666667,0.2916666666666667,Africa
African Cup of Nations,Tanzania,0.0,6.0,-9.0,-1.5,0.0,Africa
African Cup of Nations,Togo,3.0,25.0,-23.0,-0.92,0.12,Africa
African Cup of Nations,Tunisia,23.0,75.0,1.0,0.013333333333333334,0.30666666666666664,Africa
African Cup of Nations,Uganda,4.0,23.0,-17.0,-0.7391304347826086,0.17391304347826086,Africa
African Cup of Nations,Zambia,26.0,67.0,12.0,0.1791044776119403,0.3880597014925373,Africa
African Cup of Nations,Zimbabwe,2.0,12.0,-14.0,-1.1666666666666667,0.16666666666666666,Africa
Copa América,Argentina,127.0,202.0,292.0,1.4455445544554455,0.6287128712871287,America
Copa América,Bolivia,20.0,119.0,-190.0,-1.596638655462185,0.16806722689075632,America
Copa América,Brazil,108.0,191.0,226.0,1.1832460732984293,0.5654450261780105,America
Copa América,Chile,67.0,190.0,-22.0,-0.11578947368421053,0.3526315789473684,America
Copa América,Colombia,47.0,126.0,-52.0,-0.4126984126984127,0.373015873015873,America
Copa América,Costa Rica,5.0,17.0,-14.0,-0.8235294117647058,0.29411764705882354,America
Copa América,Ecuador,16.0,128.0,-195.0,-1.5234375,0.125,America
Copa América,Haiti,0.0,3.0,-11.0,-3.6666666666666665,0.0,America
Copa América,Honduras,3.0,6.0,2.0,0.3333333333333333,0.5,America
Copa América,Jamaica,0.0,6.0,-9.0,-1.5,0.0,America
Copa América,Japan,0.0,6.0,-9.0,-1.5,0.0,Asia
Copa América,Mexico,19.0,48.0,4.0,0.08333333333333333,0.3958333333333333,America
Copa América,Panama,1.0,3.0,-6.0,-2.0,0.3333333333333333,America
Copa América,Paraguay,65.0,179.0,-37.0,-0.20670391061452514,0.36312849162011174,America
Copa América,Peru,57.0,161.0,-25.0,-0.15527950310559005,0.35403726708074534,America
Copa América,Qatar,0.0,3.0,-3.0,-1.0,0.0,Asia
Copa América,United States,5.0,18.0,-11.0,-0.6111111111111112,0.2777777777777778,America
Copa América,Uruguay,112.0,206.0,188.0,0.912621359223301,0.5436893203883495,America
Copa América,Venezuela,8.0,70.0,-128.0,-1.8285714285714285,0.11428571428571428,America
FIFA World Cup,Algeria,3.0,13.0,-6.0,-0.46153846153846156,0.23076923076923078,Africa
FIFA World Cup,Angola,0.0,3.0,-1.0,-0.3333333333333333,0.0,Africa
FIFA World Cup,Argentina,43.0,79.0,49.0,0.620253164556962,0.5443037974683544,America
FIFA World Cup,Australia,2.0,15.0,-18.0,-1.2,0.13333333333333333,Oceania
FIFA World Cup,Austria,11.0,27.0,-8.0,-0.2962962962962963,0.4074074074074074,Europe
FIFA World Cup,Belgium,20.0,48.0,-4.0,-0.08333333333333333,0.4166666666666667,Europe
FIFA World Cup,Bolivia,0.0,5.0,-15.0,-3.0,0.0,America
FIFA World Cup,Bosnia and Herzegovina,1.0,3.0,0.0,0.0,0.3333333333333333,Europe
FIFA World Cup,Brazil,68.0,99.0,114.0,1.1515151515151516,0.6868686868686869,America
FIFA World Cup,Bulgaria,3.0,26.0,-31.0,-1.1923076923076923,0.11538461538461539,Europe
FIFA World Cup,Cameroon,4.0,23.0,-25.0,-1.0869565217391304,0.17391304347826086,Africa
FIFA World Cup,Canada,0.0,3.0,-5.0,-1.6666666666666667,0.0,America
FIFA World Cup,Chile,10.0,31.0,-10.0,-0.3225806451612903,0.3225806451612903,America
FIFA World Cup,China,0.0,3.0,-9.0,-3.0,0.0,Asia
FIFA World Cup,Colombia,9.0,20.0,8.0,0.4,0.45,America
FIFA World Cup,Costa Rica,5.0,17.0,-6.0,-0.35294117647058826,0.29411764705882354,America
FIFA World Cup,Croatia,11.0,23.0,9.0,0.391304347826087,0.4782608695652174,Europe
FIFA World Cup,Cuba,1.0,3.0,-7.0,-2.3333333333333335,0.3333333333333333,America
FIFA World Cup,Czech Republic,1.0,3.0,-1.0,-0.3333333333333333,0.3333333333333333,Europe
FIFA World Cup,DR Congo,0.0,1.0,-2.0,-2.0,0.0,Africa
FIFA World Cup,Denmark,9.0,20.0,4.0,0.2,0.45,Europe
FIFA World Cup,Ecuador,4.0,10.0,-1.0,-0.1,0.4,America
FIFA World Cup,Egypt,0.0,7.0,-7.0,-1.0,0.0,Africa
FIFA World Cup,El Salvador,0.0,6.0,-21.0,-3.5,0.0,America
FIFA World Cup,England,27.0,67.0,24.0,0.3582089552238806,0.40298507462686567,Europe
FIFA World Cup,France,34.0,63.0,45.0,0.7142857142857143,0.5396825396825397,Europe
FIFA World Cup,Germany,63.0,105.0,95.0,0.9047619047619048,0.6,Europe
FIFA World Cup,Ghana,4.0,12.0,-3.0,-0.25,0.3333333333333333,Africa
FIFA World Cup,Greece,2.0,10.0,-15.0,-1.5,0.2,Europe
FIFA World Cup,Haiti,0.0,3.0,-12.0,-4.0,0.0,America
FIFA World Cup,Honduras,0.0,8.0,-10.0,-1.25,0.0,America
FIFA World Cup,Hungary,15.0,31.0,31.0,1.0,0.4838709677419355,Europe
FIFA World Cup,Iceland,0.0,3.0,-3.0,-1.0,0.0,Europe
FIFA World Cup,Iran,2.0,15.0,-15.0,-1.0,0.13333333333333333,Asia
FIFA World Cup,Iraq,0.0,3.0,-3.0,-1.0,0.0,Asia
FIFA World Cup,Israel,0.0,3.0,-2.0,-0.6666666666666666,0.0,Asia
FIFA World Cup,Italy,43.0,81.0,48.0,0.5925925925925926,0.5308641975308642,Europe
FIFA World Cup,Ivory Coast,3.0,9.0,-1.0,-0.1111111111111111,0.3333333333333333,Africa
FIFA World Cup,Jamaica,1.0,3.0,-6.0,-2.0,0.3333333333333333,America
FIFA World Cup,Japan,5.0,21.0,-9.0,-0.42857142857142855,0.23809523809523808,Asia
FIFA World Cup,Mexico,15.0,55.0,-37.0,-0.6727272727272727,0.2727272727272727,America
FIFA World Cup,Morocco,2.0,16.0,-8.0,-0.5,0.125,Africa
FIFA World Cup,Netherlands,27.0,49.0,41.0,0.8367346938775511,0.5510204081632653,Europe
FIFA World Cup,New Zealand,0.0,6.0,-10.0,-1.6666666666666667,0.0,Oceania
FIFA World Cup,Nigeria,6.0,21.0,-7.0,-0.3333333333333333,0.2857142857142857,Africa
FIFA World Cup,North Korea,1.0,7.0,-15.0,-2.142857142857143,0.14285714285714285,Asia
FIFA World Cup,Northern Ireland,1.0,10.0,-12.0,-1.2,0.1,Europe
FIFA World Cup,Norway,2.0,8.0,-1.0,-0.125,0.25,Europe
FIFA World Cup,Panama,0.0,3.0,-9.0,-3.0,0.0,America
FIFA World Cup,Paraguay,7.0,26.0,-8.0,-0.3076923076923077,0.2692307692307692,America
FIFA World Cup,Peru,5.0,18.0,-12.0,-0.6666666666666666,0.2777777777777778,America
FIFA World Cup,Poland,15.0,33.0,0.0,0.0,0.45454545454545453,Europe
FIFA World Cup,Portugal,14.0,30.0,14.0,0.4666666666666667,0.4666666666666667,Europe
FIFA World Cup,Republic of Ireland,2.0,13.0,0.0,0.0,0.15384615384615385,Europe
FIFA World Cup,Romania,7.0,19.0,-2.0,-0.10526315789473684,0.3684210526315789,Europe
FIFA World Cup,Russia,18.0,44.0,21.0,0.4772727272727273,0.4090909090909091,Europe
FIFA World Cup,Saudi Arabia,3.0,16.0,-28.0,-1.75,0.1875,Asia
FIFA World Cup,Scotland,4.0,21.0,-16.0,-0.7619047619047619,0.19047619047619047,Europe
FIFA World Cup,Senegal,3.0,8.0,1.0,0.125,0.375,Africa
FIFA World Cup,Serbia,4.0,13.0,-10.0,-0.7692307692307693,0.3076923076923077,Europe
FIFA World Cup,Slovakia,1.0,4.0,-2.0,-0.5,0.25,Europe
FIFA World Cup,Slovenia,1.0,6.0,-5.0,-0.8333333333333334,0.16666666666666666,Europe
FIFA World Cup,South Africa,2.0,9.0,-5.0,-0.5555555555555556,0.2222222222222222,Africa
FIFA World Cup,South Korea,6.0,34.0,-36.0,-1.0588235294117647,0.17647058823529413,Asia
FIFA World Cup,Spain,29.0,60.0,28.0,0.4666666666666667,0.48333333333333334,Europe
FIFA World Cup,Sweden,18.0,50.0,6.0,0.12,0.36,Europe
FIFA World Cup,Switzerland,12.0,35.0,-10.0,-0.2857142857142857,0.34285714285714286,Europe
FIFA World Cup,Togo,0.0,3.0,-5.0,-1.6666666666666667,0.0,Africa
FIFA World Cup,Trinidad and Tobago,0.0,3.0,-4.0,-1.3333333333333333,0.0,America
FIFA World Cup,Tunisia,2.0,15.0,-12.0,-0.8,0.13333333333333333,Africa
FIFA World Cup,Turkey,5.0,10.0,3.0,0.3,0.5,Asia
FIFA World Cup,Ukraine,2.0,5.0,-2.0,-0.4,0.4,Europe
FIFA World Cup,United Arab Emirates,0.0,2.0,-6.0,-3.0,0.0,Asia
FIFA World Cup,United States,8.0,32.0,-21.0,-0.65625,0.25,America
FIFA World Cup,Uruguay,22.0,53.0,8.0,0.1509433962264151,0.41509433962264153,America
Friendly,Afghanistan,8.0,29.0,-17.0,-0.5862068965517241,0.27586206896551724,Asia
Friendly,Albania,37.0,100.0,0.0,0.0,0.37,Europe
Friendly,Algeria,86.0,215.0,50.0,0.23255813953488372,0.4,Africa
Friendly,Andorra,3.0,47.0,-79.0,-1.6808510638297873,0.06382978723404255,Europe
Friendly,Angola,39.0,131.0,-9.0,-0.06870229007633588,0.29770992366412213,Africa
Friendly,Antigua and Barbuda,18.0,56.0,-21.0,-0.375,0.32142857142857145,America
Friendly,Argentina,182.0,358.0,252.0,0.7039106145251397,0.5083798882681564,America
Friendly,Armenia,19.0,66.0,-45.0,-0.6818181818181818,0.2878787878787879,Asia
Friendly,Aruba,10.0,53.0,-48.0,-0.9056603773584906,0.18867924528301888,America
Friendly,Australia,114.0,255.0,85.0,0.3333333333333333,0.4470588235294118,Oceania
Friendly,Austria,171.0,431.0,53.0,0.12296983758700696,0.39675174013921116,Europe
Friendly,Azerbaijan,33.0,118.0,-31.0,-0.2627118644067797,0.2796610169491525,Asia
Friendly,Bahamas,1.0,5.0,-15.0,-3.0,0.2,America
Friendly,Bahrain,63.0,172.0,16.0,0.09302325581395349,0.36627906976744184,Asia
Friendly,Bangladesh,14.0,43.0,-10.0,-0.23255813953488372,0.32558139534883723,Asia
Friendly,Barbados,42.0,132.0,-57.0,-0.4318181818181818,0.3181818181818182,America
Friendly,Belarus,41.0,118.0,3.0,0.025423728813559324,0.3474576271186441,Europe
Friendly,Belgium,166.0,437.0,-46.0,-0.10526315789473684,0.37986270022883295,Europe
Friendly,Belize,8.0,18.0,8.0,0.4444444444444444,0.4444444444444444,America
Friendly,Benin,25.0,125.0,-116.0,-0.928,0.2,Africa
Friendly,Bermuda,19.0,72.0,-56.0,-0.7777777777777778,0.2638888888888889,America
Friendly,Bhutan,1.0,12.0,-28.0,-2.3333333333333335,0.08333333333333333,Asia
Friendly,Bolivia,35.0,147.0,-77.0,-0.5238095238095238,0.23809523809523808,America
Friendly,Bosnia and Herzegovina,24.0,82.0,-26.0,-0.3170731707317073,0.2926829268292683,Europe
Friendly,Botswana,42.0,138.0,-43.0,-0.3115942028985507,0.30434782608695654,Africa
Friendly,Brazil,281.0,407.0,571.0,1.402948402948403,0.6904176904176904,America
Friendly,Bulgaria,104.0,316.0,-41.0,-0.12974683544303797,0.3291139240506329,Europe
Friendly,Burkina Faso,61.0,190.0,-30.0,-0.15789473684210525,0.32105263157894737,Africa
Friendly,Burundi,11.0,37.0,1.0,0.02702702702702703,0.2972972972972973,Africa
Friendly,Cambodia,6.0,46.0,-67.0,-1.4565217391304348,0.13043478260869565,Asia
Friendly,Cameroon,62.0,198.0,-16.0,-0.08080808080808081,0.31313131313131315,Africa
Friendly,Canada,60.0,195.0,-99.0,-0.5076923076923077,0.3076923076923077,America
Friendly,Cape Verde,13.0,35.0,4.0,0.11428571428571428,0.37142857142857144,Africa
Friendly,Cayman Islands,2.0,18.0,-42.0,-2.3333333333333335,0.1111111111111111,America
Friendly,Central African Republic,4.0,23.0,-34.0,-1.4782608695652173,0.17391304347826086,Africa
Friendly,Chad,4.0,22.0,-26.0,-1.1818181818181819,0.18181818181818182,Africa
Friendly,Chile,125.0,310.0,7.0,0.02258064516129032,0.4032258064516129,America
Friendly,China,122.0,273.0,100.0,0.3663003663003663,0.4468864468864469,Asia
Friendly,Colombia,93.0,224.0,64.0,0.2857142857142857,0.41517857142857145,America
Friendly,Comoros,5.0,13.0,6.0,0.46153846153846156,0.38461538461538464,Africa
Friendly,Congo,44.0,134.0,-22.0,-0.16417910447761194,0.3283582089552239,Africa
Friendly,Cook Islands,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,Oceania
Friendly,Costa Rica,70.0,225.0,-10.0,-0.044444444444444446,0.3111111111111111,America
Friendly,Croatia,68.0,137.0,82.0,0.5985401459854015,0.49635036496350365,Europe
Friendly,Cuba,28.0,115.0,-44.0,-0.3826086956521739,0.24347826086956523,America
Friendly,Curaçao,60.0,127.0,48.0,0.3779527559055118,0.47244094488188976,America
Friendly,Cyprus,21.0,102.0,-70.0,-0.6862745098039216,0.20588235294117646,Asia
Friendly,Czech Republic,55.0,115.0,74.0,0.6434782608695652,0.4782608695652174,Europe
Friendly,DR Congo,56.0,173.0,21.0,0.12138728323699421,0.3236994219653179,Africa
Friendly,Denmark,149.0,343.0,103.0,0.30029154518950435,0.43440233236151604,Europe
Friendly,Djibouti,2.0,20.0,-56.0,-2.8,0.1,Africa
Friendly,Dominica,9.0,34.0,-42.0,-1.2352941176470589,0.2647058823529412,America
Friendly,Dominican Republic,10.0,28.0,-11.0,-0.39285714285714285,0.35714285714285715,America
Friendly,Ecuador,82.0,224.0,24.0,0.10714285714285714,0.36607142857142855,America
Friendly,Egypt,132.0,292.0,118.0,0.4041095890410959,0.4520547945205479,Africa
Friendly,El Salvador,52.0,224.0,-148.0,-0.6607142857142857,0.23214285714285715,America
Friendly,England,221.0,397.0,427.0,1.0755667506297228,0.5566750629722922,Europe
Friendly,Equatorial Guinea,8.0,30.0,-13.0,-0.43333333333333335,0.26666666666666666,Africa
Friendly,Eritrea,2.0,9.0,-7.0,-0.7777777777777778,0.2222222222222222,Africa
Friendly,Estonia,78.0,262.0,-141.0,-0.5381679389312977,0.29770992366412213,Europe
Friendly,Eswatini,22.0,114.0,-103.0,-0.9035087719298246,0.19298245614035087,Africa
Friendly,Ethiopia,52.0,116.0,67.0,0.5775862068965517,0.4482758620689655,Africa
Friendly,Faroe Islands,18.0,61.0,-69.0,-1.1311475409836065,0.29508196721311475,Europe
Friendly,Fiji,29.0,75.0,12.0,0.16,0.38666666666666666,Oceania
Friendly,Finland,89.0,327.0,-249.0,-0.7614678899082569,0.27217125382262997,Europe
Friendly,France,207.0,464.0,38.0,0.08189655172413793,0.44612068965517243,Europe
